group,product_a,product_b,ratio_mean,ratio_std,ratio_cv,adf_pval,z_sign_changes,z_extreme_frac,z_acf1,level_corr,statarb_score
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,0.943129523328091,0.07043568780669031,0.07468294233663546,,2378,0.13365163099729557,0.9459401656450062,-0.33521984370093144,0.423470495702681
SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_COTTON,0.8395439547692763,0.06316329400429374,0.07523524366470162,,2430,0.13505392140496145,0.9466527431944737,0.39744354539735344,0.4230518295287544
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,1.0994269289965548,0.0828024727383819,0.07531421193580876,,2341,0.1361557210109846,0.948555799589094,0.46534589194933357,0.4226317341142768
PEBBLES,PEBBLES_M,PEBBLES_L,1.0112649422874833,0.07762508467040574,0.0767603833816464,,2485,0.12840973590197322,0.9458359426535974,0.3353875673303859,0.4224526197784574
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,0.9457626443475182,0.07551954376915493,0.07985041936315414,,2425,0.1335848552635972,0.9397285795603543,-0.30529097567448904,0.42212907440635206
PANEL,PANEL_2X4,PANEL_4X4,1.143290752412472,0.08948769903370962,0.07827203958825042,,2513,0.12914426897265532,0.9445489683236775,-0.17447895138482697,0.42195418654113925
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,0.9332795877847931,0.07234224721677446,0.07751401419641464,,2263,0.1323161163233281,0.9484858119724481,-0.19242926825474066,0.421545830507303
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,0.9722202844131077,0.07890633464081587,0.08116096311284907,,2318,0.13034623217922606,0.9479664438432116,-0.009114061485025545,0.4198262296749331
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,1.2305313960718103,0.10208873870415279,0.0829631320501433,,2503,0.1333845280625021,0.9451258953155489,0.3075716927504421,0.41949325491181855
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_ORANGE,1.053874631534446,0.08612298031012731,0.08172032776302043,,2399,0.13241627992387567,0.9492493271999474,-0.017530421388277838,0.41928997067850027
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,1.0335642648718495,0.08766061979560553,0.0848139034745696,,2409,0.13101398951620982,0.9437701982958063,-0.2468256486223686,0.41883900860355394
PANEL,PANEL_1X2,PANEL_2X4,0.7942577010267909,0.06768275178824104,0.0852151029832546,,2423,0.13057994724717037,0.9464112382179769,0.1286009898019847,0.41811020086477735
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,0.8978252266861481,0.07617564005800256,0.08484461985899536,,2255,0.13261660712497078,0.9477381410512067,-0.008066705340676902,0.418030061860261
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,0.933597961243576,0.07848300809283111,0.08406510227195631,,2322,0.13545457580715167,0.9504031924941952,0.06407416984278323,0.4178868103651828
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,1.185112529161367,0.1029448892484653,0.08686507543829043,,2432,0.13472004273646956,0.9466785071690348,0.19029358058001627,0.41723176084704783
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1.034002441926002,0.0879242924525691,0.08503296403129902,,2073,0.1392274047611098,0.9516154770734218,0.08759617878971622,0.4171604225696661
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,1.0816751607893582,0.09915178656257526,0.09166503046091833,,2512,0.1277085906981403,0.9387295007558268,-0.3215796731385138,0.4164215846183755
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,1.0667622704385626,0.09425552515444592,0.08835663555638877,,2222,0.13498714567126308,0.9503460941189701,-0.060453212463787445,0.41575246339801164
TRANSLATOR,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,0.8724693174903604,0.08212397720578696,0.09412821237314666,,2512,0.1295115355079964,0.9440859189799126,-0.5081334986425294,0.41411871001744416
ROBOT,ROBOT_VACUUMING,ROBOT_DISHES,0.919844419659907,0.09570868536619946,0.10404877533701375,,2607,0.12450335548061835,0.920459262250061,-0.6864892643087368,0.41388375988148085
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,1.0510711264426866,0.10219070806202121,0.09722530235216534,,2550,0.13218256485593136,0.9412667894365916,-0.34686935418768466,0.41313399093659897
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_RED,0.9945784342426891,0.0952787275957301,0.0957981033122632,,2415,0.13184868618743947,0.9470919221174933,-0.4425694693353032,0.4126825639203697
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,1.0621613782193262,0.10193358120008873,0.09596807348707836,,2252,0.13031284431237689,0.9495052220101305,0.13851846258226078,0.41211491885443463
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,1.0357946508734823,0.10065559927177185,0.09717717617762296,,2298,0.134619879135922,0.947801843824207,-0.11709511682888321,0.41185104314634713
MICROCHIP,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,0.9062407294758734,0.08937574038196573,0.09862251549172417,,2329,0.13872658675837202,0.9456566549510387,0.33848772668852756,0.4115574112639302
TRANSLATOR,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,0.868548933639292,0.0864380500682088,0.09952006930228584,,2367,0.13558812727454844,0.9465325431251819,-0.665408879785656,0.41093345672382064
OXYGEN_SHAKE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,0.7830392511424955,0.08004114106478508,0.10221855538914663,,2427,0.12827618443457647,0.9406929713586779,-0.13578756190604307,0.4107521280336911
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,0.9104674322317843,0.0897856763854291,0.09861492372697162,,2237,0.13562151514139761,0.9506273166343311,-0.03845542885041224,0.41056707480964805
PANEL,PANEL_2X2,PANEL_4X4,0.9729803747704096,0.09806822949862329,0.10079158022253437,,2353,0.13799205368768988,0.9468289931570987,-0.49406989485717895,0.4102384112573131
ROBOT,ROBOT_DISHES,ROBOT_LAUNDRY,1.0266770605474802,0.11530264734806477,0.11230663640870588,,2494,0.1251377249507529,0.9211015546202397,-0.7233149281618811,0.4096263708715991
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,1.0698397272846873,0.11232700934945669,0.10499424024432975,,2341,0.13391873393208908,0.9475174922528949,0.07430053712720137,0.4079993814272561
PANEL,PANEL_2X2,PANEL_2X4,0.8542919248572761,0.09075983640374848,0.10623983882197112,,2346,0.1377583386197456,0.9479389460085281,-0.48194237826992925,0.4072922913873088
PANEL,PANEL_1X4,PANEL_4X4,0.9541296320912666,0.10258271515480386,0.10751444217277112,,2349,0.13625588461153218,0.9484626859411546,-0.22790687755923084,0.4065502417253835
OXYGEN_SHAKE,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,0.8313905482434392,0.08933289381330937,0.10744997522770952,,2285,0.13842609595672933,0.9491141157643135,-0.3209827186063073,0.4064521892332825
PANEL,PANEL_1X2,PANEL_2X2,0.9387351889855436,0.11145416362462857,0.11872801289687772,,2360,0.13375179459784314,0.9473854100783852,-0.5373740488496657,0.4011589115358841
PEBBLES,PEBBLES_S,PEBBLES_L,0.8818720625631931,0.10429985471801381,0.11827095918523886,,2306,0.1364895996794765,0.9495725775787359,-0.13602911086238922,0.40095000489163335
ROBOT,ROBOT_DISHES,ROBOT_IRONING,1.1643332375966902,0.15626861036907613,0.13421296010722109,,2590,0.12443657974691998,0.9141407650952207,-0.6483980580218544,0.40006536692734534
ROBOT,ROBOT_VACUUMING,ROBOT_MOPPING,0.8324501712869793,0.10066271962996999,0.12092341752341051,,2294,0.13455310340222362,0.9484978819057124,-0.7859963971773561,0.3998387148571522
PANEL,PANEL_1X2,PANEL_1X4,0.9585747583404421,0.11779887106036134,0.1228896025431587,,2378,0.13298387366031184,0.9482164463180239,-0.3080763745556407,0.39891190946481586
ROBOT,ROBOT_MOPPING,ROBOT_LAUNDRY,1.1381884218211045,0.140537268529049,0.12347451953885544,,2320,0.1333511401956529,0.9479271718673422,-0.7134754328661834,0.3986773058571038
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,0.8381359444914093,0.10631926383605071,0.12685205131080077,,2422,0.13315081299455778,0.9442555370313521,0.8704587961153505,0.39772286693832914
OXYGEN_SHAKE,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,0.8464632162889427,0.10938743880748275,0.12922881550253099,,2518,0.13047978364662283,0.9448998171777222,-0.5579056571779014,0.3964056288131901
PANEL,PANEL_1X4,PANEL_2X4,0.839265560435304,0.10816154603369764,0.12887642616670367,,2158,0.13658976328002403,0.9486480350665434,-0.6041255195487233,0.3958321799033395
PEBBLES,PEBBLES_XS,PEBBLES_S,0.8241108203802605,0.10693881576761673,0.12976266434443018,,2468,0.1333511401956529,0.9469792194304595,0.7982724958896202,0.395722823941693
UV_VISOR,UV_VISOR_YELLOW,UV_VISOR_AMBER,1.4066899928062904,0.18926279382907185,0.13454477873372805,,2386,0.13475343060331876,0.9471050614746795,-0.11903057967161591,0.39330659833820003
PEBBLES,PEBBLES_M,PEBBLES_XL,0.7885245667757133,0.10677869293753187,0.1354158100287874,,2346,0.13114754098360656,0.950441604014766,0.35047026802999126,0.39220377418265306
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,0.9620423818305868,0.13519081865244462,0.14052480556542818,,2230,0.13214917698908216,0.9486201147116458,-0.5933514510346841,0.39001357427495675
PEBBLES,PEBBLES_S,PEBBLES_M,0.8776873413526554,0.12538198305813605,0.1428549520435176,,2324,0.1351874728723582,0.949006571261337,-0.6157137748934411,0.3887712097259738
ROBOT,ROBOT_MOPPING,ROBOT_IRONING,1.2922391170857026,0.1939312823823971,0.15007383681416245,,2644,0.1289773296384094,0.9358760577345363,-0.8151808624074367,0.38778787004601145
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.9339199213880381,0.14226793076378658,0.15233418573226376,,2441,0.13221595272278056,0.944462624266676,0.6524004777670821,0.38494038228053296
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_RED,0.7198266332254736,0.11484776390965981,0.15954920061103892,,2274,0.13512069713865982,0.9498958860771903,-0.5885627440575807,0.3802462224790424
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,0.6918688457388851,0.11095999726161873,0.1603772130296146,,2347,0.1359220059430403,0.948279190967926,-0.09379806617695251,0.3801555552916075
PEBBLES,PEBBLES_L,PEBBLES_XL,0.7851983216140115,0.12709352495715356,0.16186168698871764,,2306,0.12777536643183868,0.948582448545958,-0.1972252420963655,0.3793526667964495
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_ORANGE,0.764497199304891,0.12822868937875,0.16772944295327732,,2148,0.13638943607892892,0.9505254023233383,-0.7106385537268164,0.37603019805869364
UV_VISOR,UV_VISOR_AMBER,UV_VISOR_MAGENTA,0.7187689440002573,0.13071063487212278,0.18185348151613517,,2356,0.1351874728723582,0.9481704389835798,-0.8672762206862547,0.36943917144521643
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,1.4224527552841935,0.2739228155953049,0.19257076523471428,,2574,0.13478681847016794,0.9432684625723026,-0.45049476401977256,0.3650609248681823
MICROCHIP,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1.583725959054028,0.3263288298323814,0.20605132344190416,,2400,0.13191546192113787,0.9444387670184038,-0.8822983028170569,0.35808658487536715
PEBBLES,PEBBLES_XS,PEBBLES_L,0.7328059037693343,0.1609103864270555,0.2195811818646392,,2434,0.13371840673099394,0.9460292810062308,-0.2685514070883533,0.35100355286643425
PEBBLES,PEBBLES_S,PEBBLES_XL,0.6957639962381978,0.1566172094589785,0.22510105481997364,,2279,0.13194884978798704,0.9495694648563567,-0.834357052456988,0.3475355796187418
PEBBLES,PEBBLES_XS,PEBBLES_M,0.7314771524351037,0.1805162186028124,0.24678312644744937,,2362,0.1361223331441354,0.9471788554042332,-0.694075544278341,0.3371726656954287
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_OVAL,1.180516232625547,0.303960456690599,0.257480963234678,,2451,0.12971186270909152,0.9443268887277161,-0.4155007882288376,0.3323941406371178
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_SQUARE,0.6261015897337872,0.1965335649616279,0.3139004407338947,,2406,0.13148141965209842,0.9455249698919386,-0.7316565719941757,0.3039447856546649
PEBBLES,PEBBLES_XS,PEBBLES_XL,0.5841012223423931,0.19568339447192026,0.3350162386018994,,2390,0.1328503221929151,0.9462474119572958,-0.8275696574563154,0.2932423983075912
