product,group,mean_mid,std_mid,cv,std_chg,lag1_acf,ema_thresh,slope,mean_spread,trade_count,mean_trade_qty,regime,mr_score,stab_score,spread_score,mr_score_n,stab_score_n,spread_score_n,composite_score
UV_VISOR_ORANGE,UV_VISOR,10426.506216666667,550.5942716311347,0.05280716859411787,10.460394625067284,0.0016203569637516448,36.86057017673794,0.038288139116877756,13.2841,733,2.4624829467939975,RANDOM_WALK,-0.0016203569637516448,18.9364643126705,1.269942407165365,0.025968958107081608,0.25496560773994376,0.3260311201393727,0.18113332598665613
PANEL_4X4,PANEL,9878.719266666667,457.0299422417116,0.04626408848198044,9.956623534835632,-0.005666311039774759,34.7499076424685,-0.004183520286202034,8.750466666666666,733,2.4624829467939975,RANDOM_WALK,0.005666311039774759,21.614570139414845,0.878858757408303,0.05638179539508095,0.3043449065855332,0.17716641938065458,0.17336504030813266
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,10000.45335,652.7942096981591,0.06527646166142649,10.100322653732187,-0.005218790958780037,34.08801144906758,-0.056197429970995555,12.7829,733,2.4624829467939975,RANDOM_WALK,0.005218790958780037,15.319223121552781,1.2655931075314177,0.054513951903403,0.18827039652421884,0.32437557358579067,0.16879411294128546
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,11466.872083333334,958.428701493053,0.08358240107047964,11.47914127236346,-0.016708893737564193,40.093059659547365,0.09802496447747519,14.512766666666666,733,2.4624829467939975,RANDOM_WALK,0.016708893737564193,11.964097981090465,1.2642727411443266,0.10247093664106857,0.12640811859600073,0.32387298047756874,0.16619946128441987
PANEL_1X2,PANEL,8922.729016666666,589.9067764427131,0.0661128198940966,9.053907798312652,-0.002366718282025313,31.704303984726547,0.004126170635141999,11.509766666666666,733,2.4624829467939975,RANDOM_WALK,0.002366718282025313,15.125430683052869,1.271248355054306,0.042610071802139673,0.18469722378431422,0.32652822489385275,0.163320113268829
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,10084.639683333333,499.5325368584443,0.04953399948279868,10.129511211868708,-0.003675348926992391,34.78193134011799,0.02645401547639529,8.9121,733,2.4624829467939975,RANDOM_WALK,0.003675348926992391,20.1877462489377,0.8798153172230475,0.048071988120573894,0.27803692331455576,0.1775305307176236,0.16092435108772996
UV_VISOR_YELLOW,UV_VISOR,10957.46075,681.79668588549,0.062222142651570986,11.006009667767685,0.002730912111750032,38.35290131094226,-0.004794044518547645,13.909966666666667,733,2.4624829467939975,RANDOM_WALK,-0.002730912111750032,16.07119083649743,1.2638518248399975,0.02133376229480096,0.20213528496427952,0.3237127600752907,0.1602090446742409
TRANSLATOR_VOID_BLUE,TRANSLATOR,10858.579333333333,579.2445020221503,0.05334440945179664,10.833698706315019,-0.008393188041490323,37.204646202031114,0.05170021799211384,9.524666666666667,733,2.4624829467939975,RANDOM_WALK,0.008393188041490323,18.74575545068425,0.8791702673016394,0.06776313821424436,0.25144929042548975,0.17728499459361405,0.15943375558302267
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,9385.219166666666,489.73783459381497,0.05218182185166321,9.448838938001032,-0.006243288851400435,33.53834563236142,-0.03907340245674691,8.3664,733,2.4624829467939975,RANDOM_WALK,0.006243288851400435,19.16339447572683,0.8854420283226823,0.05878996498579998,0.2591497785918698,0.17967231973034045,0.15913648843405953
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,10766.673183333334,765.8239294266882,0.0711291144800581,10.878677887021245,-0.003999582261244788,38.55587325853121,0.03090161934378138,13.690033333333334,733,2.4624829467939975,RANDOM_WALK,0.003999582261244788,14.05874301355663,1.258427928198723,0.04942526174758578,0.16502948374172166,0.32164817171688936,0.15794246693785924
SLEEP_POD_NYLON,SLEEP_POD,9636.472566666667,508.72005639717565,0.05279110721042046,9.620798348981726,6.776666458584845e-06,33.34814971202705,0.03382479967158506,8.564666666666668,733,2.4624829467939975,RANDOM_WALK,-6.776666458584845e-06,18.942225511366086,0.8902240194390043,0.03270366250269098,0.2550718335467275,0.18149256886886705,0.1477297489596478
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,11925.639766666667,953.3331799438985,0.07993979346991163,12.014068773089473,-0.0034936964091613664,42.20958120808738,0.09879985156889122,15.0546,733,2.4624829467939975,RANDOM_WALK,0.0034936964091613664,12.509257871907202,1.2530807864726294,0.04731381326409948,0.13645985475162292,0.31961279986367114,0.14658967443462562
MICROCHIP_CIRCLE,MICROCHIP,9214.885283333333,532.5033334466115,0.057787299252626954,9.234127801934074,-0.004962955464763501,32.09199514322647,0.021674528106639293,8.262166666666667,569,1.9666080843585236,RANDOM_WALK,0.004962955464763501,17.30454110837224,0.8947424108851687,0.053446154763715246,0.2248759739422917,0.18321247966279014,0.14588817270098572
PANEL_2X4,PANEL,11265.372983333333,627.1805533165335,0.055673305645931294,11.289016865479152,5.510926037147024e-05,39.25188959461503,0.06403305664948401,9.8405,733,2.4624829467939975,RANDOM_WALK,-5.510926037147024e-05,17.961607035741817,0.871687875531795,0.03250193363104922,0.2369910496293041,0.1744368468572684,0.13955685253699324
PANEL_2X2,PANEL,9576.598433333333,674.7834961508362,0.0704617094314107,9.596667501420129,-0.011189695330297683,33.33390844347087,-0.04676619625818237,8.515466666666667,733,2.4624829467939975,RANDOM_WALK,0.011189695330297683,14.191903888870648,0.8873357108674262,0.07943510146384519,0.1674847230347352,0.18039314374210988,0.13549197958322287
ROBOT_VACUUMING,ROBOT,9166.775783333333,535.2497315912947,0.0583901847544329,9.235727922699438,-0.00795218748635736,32.218027501754115,-0.05402768494880664,6.7533,733,2.4624829467939975,RANDOM_WALK,0.00795218748635736,17.125872752977198,0.731214618415428,0.06592250568910593,0.22158166121304942,0.12096616507801093,0.1341641249697124
TRANSLATOR_SPACE_GRAY,TRANSLATOR,9431.901883333334,502.6979940429307,0.05329762758995876,9.423479596539723,0.007716360470061637,33.25575804902001,-0.036633782845703025,8.402166666666666,733,2.4624829467939975,RANDOM_WALK,-0.007716360470061637,18.76220918281948,0.8916203074426576,0.000525674200808391,0.25175266669543295,0.1820240612899027,0.13382971834620055
PEBBLES_M,PEBBLES,10263.243183333334,687.8057667952969,0.06701641523141896,15.132905732749343,-0.004764041404586232,53.138622291324296,0.057346893043610236,13.1209,644,3.5450310559006213,RANDOM_WALK,0.004764041404586232,14.921494607735664,0.867044265303299,0.052615934292089675,0.18093702121579702,0.1726692719470552,0.12754164912912863
UV_VISOR_AMBER,UV_VISOR,7911.69625,996.9009688835383,0.12600344317864054,8.00468196838089,-0.004188608002604517,27.843047109771764,-0.10993898070004247,10.3205,733,2.4624829467939975,RANDOM_WALK,0.004188608002604517,7.936228078737414,1.289307776556144,0.05021421070373896,0.0521416763840317,0.3334024840949641,0.12168589203964769
ROBOT_MOPPING,ROBOT,11100.213233333334,767.1479528519117,0.06911110054608756,11.145347999312577,-0.01101878824847577,37.8577895954013,0.06406689000829889,7.970666666666666,733,2.4624829467939975,RANDOM_WALK,0.01101878824847577,14.469246226037475,0.7151563102383139,0.07872177552827339,0.17259840077395405,0.11485362306056189,0.12061155624733375
PEBBLES_L,PEBBLES,10174.110583333333,622.3212764424763,0.06116714295025737,15.025753791291008,0.006970941992704078,52.08347108684902,0.017421126719247504,13.0205,644,3.5450310559006213,RANDOM_WALK,-0.006970941992704078,16.34837926685483,0.8665454867895713,0.0036368754868244856,0.20724612494770062,0.17247941355170404,0.11711074731435102
SLEEP_POD_SUEDE,SLEEP_POD,11397.420433333333,899.9314728739882,0.07895922398738701,11.421462451884299,-0.0063302820693938375,39.32844230024002,0.08550665096812159,9.949466666666666,733,2.4624829467939975,RANDOM_WALK,0.0063302820693938375,12.664604398282084,0.8711201247179244,0.059153054203356266,0.13932415625677094,0.17422073438346677,0.11597985996707902
SLEEP_POD_COTTON,SLEEP_POD,11527.613966666666,887.6780962309848,0.07700449536198917,11.676046964216603,-0.0032417381624538473,40.56212761354693,0.08232069985613623,10.0502,733,2.4624829467939975,RANDOM_WALK,0.0032417381624538473,12.986086191630577,0.8607535726815004,0.04626219884214737,0.14525168361160637,0.17027474055897276,0.11191165394066435
SLEEP_POD_POLYESTER,SLEEP_POD,11840.56095,977.5232461311414,0.08255717362200998,11.89072374770375,-0.0017165407406485847,41.66094295314145,0.10108763350043325,10.2957,733,2.4624829467939975,RANDOM_WALK,0.0017165407406485847,12.112671055181874,0.8658597535855189,0.03989638376741209,0.1291475302177163,0.1722183914704051,0.10421478695076682
ROBOT_LAUNDRY,ROBOT,9822.7617,614.3120814481106,0.0625396502745364,9.82244318571436,0.005681144966666588,34.85251819181322,-0.056277095810528366,7.165066666666666,733,2.4624829467939975,RANDOM_WALK,-0.005681144966666588,15.98960029373332,0.7294586287481736,0.009020184712445844,0.20063090684975943,0.12029775340569066,0.10390332963381681
PANEL_1X4,PANEL,9397.580616666666,834.019582489496,0.08874832965096965,9.483919376482586,-0.0016562762378528047,32.933786346380494,-0.07020782104945149,8.376633333333332,733,2.4624829467939975,RANDOM_WALK,0.0016562762378528047,11.267690741245776,0.8832458520112623,0.03964485391633568,0.1135676621543197,0.17883635246447288,0.10031571143666439
MICROCHIP_TRIANGLE,MICROCHIP,9686.391083333334,833.3557064936275,0.08603366303550575,14.50357754905663,-0.006854942129565236,49.88128068181588,-0.0771442771073811,8.635433333333333,569,1.9666080843585236,RANDOM_WALK,0.006854942129565236,11.623222137655247,0.5954001837632698,0.061342861812785233,0.12012300096766111,0.06926884869629246,0.0838974072378686
MICROCHIP_SQUARE,MICROCHIP,13594.7483,1830.2218099537674,0.1346271199411443,20.706669855556854,-0.023835225823322648,70.8077081886102,0.17711795827657908,11.7188,569,1.9666080843585236,RANDOM_WALK,0.023835225823322648,7.427868712993782,0.5659432209912747,0.13221456954427382,0.04276847358101738,0.05805615302098685,0.08236883182631233
MICROCHIP_RECTANGLE,MICROCHIP,8732.43935,752.0067564057591,0.08611645913186435,13.129868145604247,-0.0026918108233485332,45.97595888271518,-0.06561191557390073,7.885766666666667,569,1.9666080843585236,RANDOM_WALK,0.0026918108233485332,11.612047197871746,0.6005975062825928,0.04396693155724591,0.11991695582723372,0.07124719236283589,0.07736950525313913
PEBBLES_S,PEBBLES,8932.356733333334,833.2682524201489,0.09328649507588507,15.020204435262453,0.007714502361474259,52.485476911266964,-0.08597455528463763,11.551533333333333,644,3.5450310559006213,RANDOM_WALK,-0.007714502361474259,10.719550344733195,0.7690662676433286,0.0005334295087356933,0.10346097100774967,0.13537427045146663,0.07026827926907331
PEBBLES_XS,PEBBLES,7404.639766666666,1449.522679832438,0.1957587033953668,15.051937079364373,-0.015543571702479957,51.92109524384399,-0.15881895789224307,9.744866666666667,644,3.5450310559006213,RANDOM_WALK,0.015543571702479957,5.108303612313645,0.6474160746134415,0.09760715673178966,0.0,0.08906852590325076,0.06130999416852856
MICROCHIP_OVAL,MICROCHIP,8179.598716666666,1551.88575584567,0.1897263924064592,12.477589719039917,-0.007203820274382476,42.77484077535895,-0.17108738552843042,7.449766666666667,569,1.9666080843585236,RANDOM_WALK,0.007203820274382476,5.270720201844483,0.5970516932646983,0.06279899707879857,0.0029946603423339152,0.06989749033826104,0.04364210253590156
PEBBLES_XL,PEBBLES,13225.589316666666,1776.51631182985,0.1343241703105898,30.314132046266923,0.007842307725263021,106.47761369948498,0.17002657442014413,16.630766666666666,644,3.5450310559006213,RANDOM_WALK,-0.007842307725263021,7.4446211211776365,0.5486142929202023,0.0,0.04307735688272748,0.05145995373377038,0.02794206334239721
